product_title,review_headline,review_date,Sentiment
Let's Pretend This Never Happened: (A Mostly True Memoir),"So funny!!  Just buy it and read it, you won't regret it!!","Wednesday, May 2, 2012",Positive
Let's Pretend This Never Happened: (A Mostly True Memoir),This is the best book I've read in a long time,"Monday, April 30, 2012",Positive
Let's Pretend This Never Happened: (A Mostly True Memoir),Witty,"Monday, April 30, 2012",Negative
Let's Pretend This Never Happened: (A Mostly True Memoir),Wonderfully hilarious!,"Monday, April 30, 2012",Negative
Let's Pretend This Never Happened: (A Mostly True Memoir),really funny,"Wednesday, May 2, 2012",Positive
Let's Take the Kids to London: A Family Travel Guide,Brilliant guide for travelling with kids,"Sunday, April 29, 2012",Positive
Let's Take the Long Way Home: A Memoir of Friendship,Enjoying the long way home,"Thursday, May 3, 2012",Negative
Lethal Lovers and Poisonous People: How to Protect Your Health from Relationships That Make You Sick,Absolutely Fantastic,"Monday, April 30, 2012",Positive
Letter of the Week Book 1,Resourceful Activities!,"Tuesday, May 1, 2012",Positive
Letter to a Christian,Thought Provoking,"Monday, April 30, 2012",Positive
Letters To A Young Conservative (The Art of Mentoring),Truly my Intellectual Swiss Army Knife,"Sunday, April 29, 2012",Negative
Letters To a Mixed Race Son,straight talk to sons,"Wednesday, May 2, 2012",Positive
"Letters from Houston: A Victorious Cancer Journey Musings of Faith, Family, Friends, and Food",Inspirational,"Monday, April 30, 2012",Positive
Letters from a Cracked Head: Only Time Will Tell,Letter to the Author,"Tuesday, May 1, 2012",Positive
Letters of a Woman Homesteader,a glimpse into America's past,"Tuesday, May 1, 2012",Positive
Letters to Jonathan,Letters to Jonathan,"Monday, April 30, 2012",Positive
Letting Go of Mommy Guilt: Minnesota's Woman Business Owner of the Year Shares Her Secrets of How You Can Raise Good Kids Even If Youíre Super Busy!,Successful Entrepreneur & Amazing Mom!!,"Sunday, April 29, 2012",Positive
"Letting Go of Perfect: Women, Expectations, and Authenticity",a welcome read,"Tuesday, May 1, 2012",Positive
Level Up!: The Guide to Great Video Game Design,Simply the best,"Wednesday, May 2, 2012",Positive
Leviathans of Jupiter (The Grand Tour),I loved the hard science in the book,"Tuesday, May 1, 2012",Positive
Leviticus (Apollos Old Testament Commentary),Need only one?  This is the ONE!,"Monday, April 30, 2012",Positive
Lewis and Clark for Kids: Their Journey of Discovery with 21 Activities (For Kids series),Lewis and Clark for Kids,"Sunday, April 29, 2012",Positive
"Lewy Body Dementia: Causes, Tests and Treatment Options","Informative, Useful and Helps Families Understand","Wednesday, May 2, 2012",Positive
Lex Luthor and the Kryptonite Caverns (DC Super-villains),Lex Luthor Gives Superman His Biggest Challenge yet!,"Tuesday, May 1, 2012",Positive
Lexapros and Cons,Funny and Original,"Monday, April 30, 2012",Positive
Lexicon of Geometric Patterns for Jazz Improvisation,New Approaches to the Uncommon Non-diatonic Scales,"Wednesday, May 2, 2012",Positive
Liberal Fascism: The Secret History of the Left from Mussolini to the Politics of Meaning,A terrific book I alsmost missed.,"Tuesday, May 1, 2012",Positive
Liberalism is a Mental Disorder: Savage Solutions,Having a Higher IQ is a mental disorder,"Wednesday, May 2, 2012",Positive
Liberty Child: A Grassroots Book,A must read for the Liberty Loving Soul!!,"Monday, April 30, 2012",Neutral
Liberty Defined: 50 Essential Issues That Affect Our Freedom,"Interesting, quick read","Sunday, April 29, 2012",Positive
Liberty and Tyranny: A Conservative Manifesto,A must read for all.,"Wednesday, May 2, 2012",Positive
Library Book: Clown Fish (Rise and Shine),Clown Fish (Under the Sea),"Tuesday, May 1, 2012",Positive
Libyrinth,"It had potential, but it ultimately failed","Wednesday, May 2, 2012",Negative
"License to Pawn: Deals, Steals, and My Life at the Gold & Silver",Addicted to Pawn Stars,"Monday, April 30, 2012",Positive
"License to Pawn: Deals, Steals, and My Life at the Gold & Silver",interesting,"Tuesday, May 1, 2012",Positive
Lichens of North America,"Gorgeous, but shabby paper choice","Monday, April 30, 2012",Positive
Lies & Omens (A Shadows Inquiries Novel),I wont be missing a release in this series anytime soon,"Tuesday, May 1, 2012",Positive
Lies Women Believe: And the Truth that Sets Them Free,exactly what we need,"Tuesday, May 1, 2012",Positive
Life After College: The Complete Guide to Getting What You Want,Great book for 20-somethings,"Monday, April 30, 2012",Negative
Life After School Explained,A better understanding of what the future holds,"Tuesday, May 1, 2012",Positive
Life After School Explained,Grow the heck up guide to dummies,"Wednesday, May 2, 2012",Positive
Life After School Explained,Life After School Explained,"Tuesday, May 1, 2012",Positive
Life And Times,I concur with above,"Tuesday, May 1, 2012",Positive
Life Application Study Bible NKJV,life application study bible,"Tuesday, May 1, 2012",Positive
"Life Application Study Bible NLT, Personal Size, TuTone Celtic Cross Edition",love it!,"Tuesday, May 1, 2012",Positive
Life Colors: What the Colors in Your Aura Reveal,This book is a MUST!,"Tuesday, May 1, 2012",Positive
Life Cycles: Your Emotional Journey To Freedom And Happiness,Awesome book!,"Tuesday, May 1, 2012",Positive
Life EXPECTANCY: It's Never Too Late to Change Your Game,Game changing with velocity........,"Tuesday, May 1, 2012",Negative
Life Guards in the Hamptons (Willow Tate Novel),fun island fantasy,"Tuesday, May 1, 2012",Positive
Life In Mani Today: The Road To Freedom,Life begins at 69,"Monday, April 30, 2012",Positive
Life Is So Good: One Man's Extraordinary Journey through the 20th Century and How he Learned to Read at Age 98,A Great Read,"Sunday, April 29, 2012",Positive
Life Kerning: Creative Ways to Fine Tune Your Perspective on Career and Life,Great Insight!,"Tuesday, May 1, 2012",Positive
Life Looking Death in the Eye: The Iraqi War as Experienced by a U.S. Army Contractor,A Comparison of Two Books,"Tuesday, May 1, 2012",Positive
"Life Lyrics: Love, Sex & Other Deviances",Fabulous poems!,"Monday, April 30, 2012",Positive
"Life Lyrics: Love, Sex & Other Deviances",Wonderfully written!,"Monday, April 30, 2012",Positive
"Life Of Thomas Hopkins Gallaudet,",Excellent book and accurate,"Tuesday, May 1, 2012",Positive
Life Purpose Oracle Cards,A Great Help With Helping Provide Insight Regarding One's Life Purpose!!!,"Monday, April 30, 2012",Positive
Life Purpose Oracle Cards,I found these cards to be just okay.,"Tuesday, May 1, 2012",Positive
"Life Upon These Shores: Looking at African American History, 1513-2008",life upon these shores,"Monday, April 30, 2012",Positive
Life Visioning: A Four-Stage Evolutionary Journey to Live as Divine Love,Wow - This is revolutionary,"Monday, April 30, 2012",Positive
Life Without Parole: A Kate Conway Mystery,"Well Written, But Lacking In Twists","Monday, April 30, 2012",Positive
Life and Times of Gigorii Rasputin/50146,Very Enjoyable,"Tuesday, May 1, 2012",Positive
Life as We Knew It,Oy!,"Sunday, April 29, 2012",Negative
Life as We Knew It,well done,"Tuesday, May 1, 2012",Positive
Life at Performance Level,A Life Changing Book,"Tuesday, May 1, 2012",Positive
Life at Performance Level,Alysa,"Wednesday, May 2, 2012",Positive
Life at Performance Level,Lif at Performance Level,"Tuesday, May 1, 2012",Positive
Life at Performance Level,Live the Dream at Perfomance Level,"Tuesday, May 1, 2012",Positive
Life at Performance Level,MUST HAVE!,"Wednesday, May 2, 2012",Positive
Life at Performance Level,You'll Be Glad You Read This,"Tuesday, May 1, 2012",Positive
"Life in Color: The Visual Therapy Guide to the Perfect Palette--for Fashion, Beauty, and You!",So much fun!,"Monday, April 30, 2012",Positive
Life is Mental: Think Thin to Live Thin,How to mentally control your cravings,"Monday, April 30, 2012",Negative
Life of Faith,Absolutely Wonderful Book,"Wednesday, May 2, 2012",Positive
"Life of Fred 2-Book Set : Pre-Algebra 1 with Biology, Pre-Algebra 2 with Economics",Mom is still smiling when Math class is over,"Wednesday, May 2, 2012",Positive
Life on Hold,Great book!,"Monday, April 30, 2012",Positive
Life's Compass for Eternal Treasure,Compass for eternal reward in Heaven,"Wednesday, May 2, 2012",Positive
Lifelike Drawing In Colored Pencil With Lee Hammond,Perfect Place to Start for Beginners!,"Tuesday, May 1, 2012",Positive
Lifelong Zeal: How To Build Lasting Passion For God,Great study on zeal,"Tuesday, May 1, 2012",Positive
Lifelong Zeal: How To Build Lasting Passion For God,Zeal-booster,"Wednesday, May 2, 2012",Positive
Lifepac Gold Language Arts Grade 9 Boxed Set,user-friendly modules -- both for children and parents,"Wednesday, May 2, 2012",Positive
Lifestyle and Entertainment in Yangzhou (Nias Studies in Asian Topics),The book description is incorrect!,"Tuesday, May 1, 2012",Positive
Lifestyles of the Rich and Shameless,Bad Little Rich Girl,"Monday, April 30, 2012",Positive
Light Between Oceans,sophisticated writing of space and gender,"Sunday, April 29, 2012",Positive
"Light It, Shoot It, Retouch It: Learn Step by Step How to Go from Empty Studio to Finished Image (Voices That Matter)",possibly the best photography book I own,"Tuesday, May 1, 2012",Positive
Light This Candle: The Life & Times of Alan Shepard--America's First Spaceman,Marred by Errors,"Tuesday, May 1, 2012",Positive
Light in August,Frightening Realities,"Tuesday, May 1, 2012",Positive
"Light on Life: The Yoga Journey to Wholeness, Inner Peace, and Ultimate Freedom",Incredible,"Tuesday, May 1, 2012",Positive
Light: Medicine of the Future: How We Can Use It to Heal Ourselves NOW,"Great Book, Truth About Healthy Sunlight.","Monday, April 30, 2012",Positive
LightMasters: Number 13,Magical lights,"Tuesday, May 1, 2012",Positive
Lighthouses: A POP-UP Gallery of Americaís Most Beloved Beacons,Great book,"Monday, April 30, 2012",Positive
Lighting For Still Life,Very good book.,"Monday, April 30, 2012",Positive
Lightning Tree,Interesting Mix of History and Mystery,"Monday, April 30, 2012",Positive
"Lightning-fast Spanish for Kids and Families: Learn Spanish, Speak Spanish, Teach Kids Spanish- Quick as a Flash, Even if You Don't Speak a Word Now! (Spanish Edition)",Fast Spanish!,"Tuesday, May 1, 2012",Positive
Lights Out Rowan,Great read for tweens to teens,"Wednesday, May 2, 2012",Positive
Like Any Normal Day: A Story of Devotion,A book you won't forget,"Tuesday, May 1, 2012",Positive
Like Any Normal Day: A Story of Devotion,Truly moving,"Tuesday, May 1, 2012",Positive
Like Any Normal Day: A Story of Devotion,Will Write a Review,"Monday, April 30, 2012",Positive
Like Him With Friends Possess'd,Not your tipical love story-,"Sunday, April 29, 2012",Positive
"Like Water for Chocolate: A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",Wouldn't recommend it,"Wednesday, May 2, 2012",Positive
Like a Flower: My Years of Yoga with Vanda Scaravelli,Subtle,"Tuesday, May 1, 2012",Positive
"Likeable Social Media: How to Delight Your Customers, Create an Irresistible Brand, and Be Generally Amazing on Facebook (And Other Social Networks)",Empty Highlighter!,"Wednesday, May 2, 2012",Positive
"Likeonomics: The Unexpected Truth Behind Earning Trust, Influencing Behavior, and Inspiring Action",A VERY Likeable Book,"Monday, April 30, 2012",Positive
"Likeonomics: The Unexpected Truth Behind Earning Trust, Influencing Behavior, and Inspiring Action",Abstract makes this look VERY promising...,"Sunday, April 29, 2012",Positive
"Likeonomics: The Unexpected Truth Behind Earning Trust, Influencing Behavior, and Inspiring Action",Marketing is now about Trust,"Monday, April 30, 2012",Positive
Lil' G faces the Brooklyn Bully,A MUST Read!,"Tuesday, May 1, 2012",Positive
Lil' G faces the Brooklyn Bully,Bullying book for all races~,"Tuesday, May 1, 2012",Positive
Lil' G faces the Brooklyn Bully,Thank you!,"Tuesday, May 1, 2012",Positive
Liminal States,Excellent Execution of an Interesting Concept,"Wednesday, May 2, 2012",Positive
Line of Scrimmage,Fantastically surprising,"Monday, April 30, 2012",Positive
Linear A and Cypro-Minoan in the Light of Heuristics and Cryptology: A Research Report,Lacking in Heuristics and Cryptology,"Tuesday, May 1, 2012",Positive
Linen from flax seed to woven cloth,Excellent Resource Book,"Tuesday, May 1, 2012",Positive
Ling Bao Tong Zhi Neng Nei Gong Shu,excellent,"Tuesday, May 1, 2012",Positive
Lingerie 2012 Wall Calendar #30430-12,Very nice!,"Monday, April 30, 2012",Positive
Lingnan Bonsai of China,Book in Chinese,"Wednesday, May 2, 2012",Positive
"Lingva Latina per se Illvstrata, Pars 1: Familia Romana",Lingua Latina Review.,"Tuesday, May 1, 2012",Positive
Linistea albastra (Romanian Edition),Oglinda a propriului nostru suflet,"Monday, April 30, 2012",Positive
Link,Awful,"Wednesday, May 2, 2012",Positive
Link,"Book is pure garbage, save your money and time","Monday, April 30, 2012",Negative
Link,Ffffft ffffft,"Monday, April 30, 2012",Positive
Link,Get over it.,"Monday, April 30, 2012",Positive
Link,Great,"Monday, April 30, 2012",Positive
Link,It sucks,"Sunday, April 29, 2012",Positive
Link,Poorly written,"Wednesday, May 2, 2012",Negative
Link,The Author doesn't have a leg to stand on,"Sunday, April 29, 2012",Positive
Link,To sum it up...BORING!,"Wednesday, May 2, 2012",Negative
Link,Waste of money.,"Sunday, April 29, 2012",Negative
Link,Why?,"Wednesday, May 2, 2012",Positive
Link,Yawn,"Monday, April 30, 2012",Negative
Link,a sad petty writer trying to sue and hinder a successful game series,"Sunday, April 29, 2012",Positive
Link,fraud,"Tuesday, May 1, 2012",Negative
Link,good book,"Monday, April 30, 2012",Positive
Link,my gradma tells better stories...,"Wednesday, May 2, 2012",Negative
Link,no thanks,"Monday, April 30, 2012",Positive
Link,pathetic move,"Monday, April 30, 2012",Negative
Lion Heart Side-by-Side,Great read!,"Sunday, April 29, 2012",Neutral
Lion in the Valley (Amelia Peabody Mysteries),Amelia Peabody and Family Are At It Again!,"Wednesday, May 2, 2012",Positive
Lions For A Day,Action from beginning to end!!!,"Sunday, April 29, 2012",Positive
Lions of Kandahar: The Story of a Fight Against All Odds,Outstanding,"Wednesday, May 2, 2012",Positive
"Lippincott's Review for Medical-Surgical Nursing Certification (LWW, Springhouse Review for Medical-Surgical Nursing Certification)",good book,"Tuesday, May 1, 2012",Positive
Liquid Fear,Sure glad I didn't have to pay for this shallow travesty,"Sunday, April 29, 2012",Negative
Listen & Learn Russian (CD Edition) (Dover Language Guides Listen and Learn),Listen and Learn Russian,"Wednesday, May 2, 2012",Negative
Listen Here! Intermediate Listening Activities with Key (Georgian Press),buy cd as well,"Monday, April 30, 2012",Positive
Listen to This-5 CD Set (SW),Listen to This 5-CD Set for Music Appreciation Learning,"Tuesday, May 1, 2012",Positive
Listening Point (Fesler-Lampert Minnesota Heritage),up north read,"Tuesday, May 1, 2012",Positive
Listening To God,opens your eyes,"Wednesday, May 2, 2012",Positive
Listening for Coyote: A Walk Across Oregon's Wilderness,"Not just for ""real"" hikers!","Sunday, April 29, 2012",Positive
Literary Analysis & Essay Writing Guide,Perfect for Trying to Decode Literature and Improve Your Writing,"Sunday, April 29, 2012",Negative
Litter: How Other People's Rubbish Shapes Our Life,Some entertaining arguments but terrible production values,"Wednesday, May 2, 2012",Positive
Little Acts of Grace,Wonderful book for children,"Sunday, April 29, 2012",Positive
Little Bee: A Novel,Ideology fictionalized,"Sunday, April 29, 2012",Negative
"Little Blessings: 100 Creative Ways to Say, ""I Love You"" (Stick-With-Me Notes)",Great way to encourage others,"Sunday, April 29, 2012",Positive
Little Blue Truck,Great book for the little guys!,"Wednesday, May 2, 2012",Positive
Little Century: A Novel,"Lovely writing, but...","Sunday, April 29, 2012",Positive
Little Century: A Novel,Tale of the Almost Old West,"Monday, April 30, 2012",Positive
"Little Critter: It's Easter, Little Critter!",Happy,"Sunday, April 29, 2012",Positive
Little Dorrit  (The Oxford Illustrated Dickens),I think this is a wonderful study of character even more than its biting social commentary,"Wednesday, May 2, 2012",Positive
Little Dorrit (Oxford World's Classics),I think this is a wonderful study of character even more than its biting social commentary,"Wednesday, May 2, 2012",Positive
Little Dorrit. By Charles Dickens.,Wonderful and long,"Tuesday, May 1, 2012",Positive
Little Friends: The Fighter Pilot Experience in WWII England,Can a book about war be lovely?,"Tuesday, May 1, 2012",Positive
Little Gorilla,"Great story, little book","Tuesday, May 1, 2012",Positive
"Little Herb Encyclopedia: The Handbook of Nature's Remedies for a Healthier Life, 3rd Edition",Little Herb Encyclopedia,"Sunday, April 29, 2012",Positive
Little Kitties Love (Tiny Handsies Touch and Feel Books),Kitties love fresh green grass,"Wednesday, May 2, 2012",Positive
Little Madhouse on the Prairie: A True-Life Story of Overcoming Abuse and Healing the Spirit,Necessary and Enjoyable Read,"Wednesday, May 2, 2012",Positive
Little Miss Muffet Gets Saved: A Christian Nursery Rhyme,Awesome way to teach your children about salvation!!!,"Wednesday, May 2, 2012",Positive
Little Miss Muffet Gets Saved: A Christian Nursery Rhyme,Little Miss Muffet Gets Saved,"Tuesday, May 1, 2012",Positive
Little Miss and Spirit Bear's Kiss: A simple story of rediscovering one's light,A MUST Read!,"Wednesday, May 2, 2012",Positive
Little Monkey Learns To Share,A great lesson about sharing,"Tuesday, May 1, 2012",Positive
Little Mouse: Finger Puppet Book (Little Finger Puppet Board Books),finger puppet book is great,"Monday, April 30, 2012",Positive
Little Princess (Collector's Library),Enchanting,"Tuesday, May 1, 2012",Positive
Little Trains Stickers (Dover Little Activity Books Stickers),Perfect Party Favor,"Tuesday, May 1, 2012",Positive
Little Victim,Death on holiday,"Wednesday, May 2, 2012",Positive
Little Wave and the Mission of Laura Hawksbill,Little Wave and the Mission of Laura Hawksbill,"Wednesday, May 2, 2012",Positive
Little Women (Signet Classics),From little women to good wives,"Tuesday, May 1, 2012",Positive
Litty Lightning Bug,A Little Treasure,"Wednesday, May 2, 2012",Positive
Live Longer Cookbook,Great Healthy Eating Book,"Monday, April 30, 2012",Positive
"Live Respected, Die Regretted: Gerald Milner's War, Letters to Eva from a 'Desert Rat'",Tale of love and war in the Deserts of North Africa,"Tuesday, May 1, 2012",Positive
"Live Respected, Die Regretted: January 1943 - March 1946 Part 2: Gerald Milner's War, Letters to Eva from a 'Desert Rat'","Tale of love and war in the Desert, Italy & Austria till wars end.","Tuesday, May 1, 2012",Positive
Live a Praying Life: Open Your Life to God's Power and Provision,Answers the hard questions and I LOVE IT!,"Tuesday, May 1, 2012",Positive
Live the Dream: No More Excuses,Great book!,"Monday, April 30, 2012",Positive
"Lives of the Artists: Masterpieces, Messes (and What the Neighbors Thought)",Great book!,"Tuesday, May 1, 2012",Positive
Lives of the Great Spiritual Leaders,Fabulous Philosophy Book for Middle Readers,"Tuesday, May 1, 2012",Positive
Living Beyond Your Feelings: Controlling Emotions So They Don't Control You,Living Beyond Your Feelings,"Wednesday, May 2, 2012",Positive
Living Close to God (When You're Not Good at It): A Spiritual Life That Takes You Deeper Than Daily Devotions,Maybe some worthy ideas but didn't help this reader,"Monday, April 30, 2012",Positive
Living Happily By Your Own Design: Pathways to Personal Power,A Genuine Gift,"Tuesday, May 1, 2012",Positive
Living Hebrew A complete language course; 40 lessons,Comprehensive Resource,"Tuesday, May 1, 2012",Positive
"Living In Moscow, Complete Relocation & Living Guide For You And Your Family",Living in Moscow...NEVER...BUT,"Tuesday, May 1, 2012",Positive
"Living Language Mandarin Chinese, Complete Edition: Beginner through advanced course, including 3 coursebooks, 9 audio CDs, Chinese character guide, and free online learning",The Best Program For Learning Mandarin,"Wednesday, May 2, 2012",Negative
Living Low Carb: Controlled-Carbohydrate Eating for Long-Term Weight Loss,"Great, BUT, just buy the original by Dr. Lutz.","Wednesday, May 2, 2012",Positive
Living Medicine: Healing Properties of Plants,A short nice herbal with clear description of use,"Tuesday, May 1, 2012",Positive
Living Peace & Joy,great relaxation CD,"Monday, April 30, 2012",Positive
Living Successfully with Screwed-Up People,i love amazon,"Tuesday, May 1, 2012",Positive
Living Well with Autoimmune Disease: What Your Doctor Doesn't Tell You...That You Need to Know,Autoimmune Diseases,"Tuesday, May 1, 2012",Positive
Living Well with Depression and Bipolar Disorder: What Your Doctor Doesn't Tell You...That You Need to Know (Living Well (Collins)),Changed my approach to depression,"Tuesday, May 1, 2012",Positive
Living Zen,Not an easy read but...,"Monday, April 30, 2012",Positive
Living Zen,Very Good,"Monday, April 30, 2012",Positive
Living a Lifetime in 625 days,Our Story,"Tuesday, May 1, 2012",Positive
Living as Form: Socially Engaged Art from 1991-2011 (MIT Press),Another Impactful Project by Creative Time's Nato Thompson,"Wednesday, May 2, 2012",Positive
Living as a River: Finding Fearlessness in the Face of Change,Life seen from awareness,"Tuesday, May 1, 2012",Positive
Living by Fiction,"The word ""rondure"" obtains in these essays....","Monday, April 30, 2012",Positive
Living for God's Glory: An Introduction to Calvinism,So much more than 5 points!,"Tuesday, May 1, 2012",Positive
Living in Glass Houses,"Loved it, can't wait for Zoe's next book","Wednesday, May 2, 2012",Positive
Living in a Nutshell: Posh and Portable Decorating Ideas for Small Spaces,A Design Treasure!,"Monday, April 30, 2012",Positive
Living in a Nutshell: Posh and Portable Decorating Ideas for Small Spaces,Great tips,"Monday, April 30, 2012",Positive
Living in the End Times,A Conservative Reading of Zizek,"Sunday, April 29, 2012",Positive
Living in the Heart: How to Enter into the Sacred Space within the Heart (with CD),"'living in the heart""","Wednesday, May 2, 2012",Positive
Living in the Woods in a Tree: Remembering Blaze Foley (North Texas Lives of Musician Series),This Magic Moment,"Tuesday, May 1, 2012",Positive
Living the Incarnation: Praying With Francis and Clare of Assisi,the best Franciscan lit,"Tuesday, May 1, 2012",Positive
Living the Significant Life: 12 Principles for Making a Difference,Awesome book!,"Monday, April 30, 2012",Positive
Living with Unmet Desires: Exposing the Many Faces of Jealousy,Amazing study...,"Tuesday, May 1, 2012",Positive
Living with the UN: American Responsibilities and International Order (Hoover Institution Press Publication),Anderson Strikes Home,"Tuesday, May 1, 2012",Positive
Living with the UN: American Responsibilities and International Order (Hoover Institution Press Publication),Anderson's Thoughtful and Insightful Masterpiece,"Monday, April 30, 2012",Positive
"Living, Dreaming, Dying: Wisdom for Everyday Life from the Tibetan Book of the Dead",Inspirational!,"Tuesday, May 1, 2012",Positive
"Living, Healing and Taekwondo",Finding your voice!,"Tuesday, May 1, 2012",Positive
"Living, Healing and Taekwondo","Kind, Thoughtful, Intelligent","Wednesday, May 2, 2012",Positive
Lizardskin,atmospheric mystery,"Sunday, April 29, 2012",Positive
Lizzy's Adventure,A Refreshing book that puts life into perspective!,"Wednesday, May 2, 2012",Positive
Llama Llama Hoppity-Hop,Kinda disappointed,"Wednesday, May 2, 2012",Positive
Llama Llama Nighty-Night,Llama Llama Series Amazon,"Monday, April 30, 2012",Positive
Llama Llama Nighty-Night,Perfect bedtime story for babies,"Wednesday, May 2, 2012",Positive
Llama Llama Red Pajama,Very cute,"Wednesday, May 2, 2012",Positive
Llama Llama Wakey-Wake,Llama Llama for toddlers,"Wednesday, May 2, 2012",Positive
Llama Llama Zippity-Zoom,Cute but not as cute.....,"Wednesday, May 2, 2012",Positive
Llewellyn's 2012 Moon Sign Book: Conscious Living by the Cycles of the Moon (Annuals - Moon Sign Book),Another year!,"Monday, April 30, 2012",Neutral
Localization in Clinical Neurology,very good book,"Tuesday, May 1, 2012",Positive
Locomotives Stickers (Dover Little Activity Books Stickers),Perfect Party Favor,"Tuesday, May 1, 2012",Positive
Log Cabin Cooking: Pioneer Recipes & Food Lore,Buckskinner's favorite!!!,"Monday, April 30, 2012",Positive
Lolita,"An enjoyable, humorous classic.","Monday, April 30, 2012",Positive
London Transport Railways (Rail Portfolios),London Underground in Full Color,"Sunday, April 29, 2012",Positive
London Under: The Secret History Beneath the Streets,Peter's Chthonic Catalog,"Monday, April 30, 2012",Positive
London: The Novel,In the style of Michener,"Monday, April 30, 2012",Positive
"Londoners: The Days and Nights of London Now--As Told by Those Who Love It, Hate It, Live It, Left It, and Long for It",Witty stories,"Monday, April 30, 2012",Positive
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Absolutly Incredible!,"Wednesday, May 2, 2012",Positive
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,An incredible tale but fllawed by political agenda,"Wednesday, May 2, 2012",Positive
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Further Information,"Monday, April 30, 2012",Negative
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Honor our brave young men & women who defend our freedom,"Wednesday, May 2, 2012",Positive
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,WOW!!,"Tuesday, May 1, 2012",Positive
Lone Survivors: How We Came to Be the Only Humans on Earth,The Cro-Magnonists Custer's Last Stand,"Monday, April 30, 2012",Positive
Lone Wolf,Deep Space excitement,"Tuesday, May 1, 2012",Positive
Lonely Avenue: The Unlikely Life and Times of Doc Pomus,Rock & Roll Songwriting Legend,"Sunday, April 29, 2012",Positive
Lonely Planet Amsterdam (Travel Guide),A great travel guide to Amsterdam!,"Sunday, April 29, 2012",Positive
Lonely Planet Belgium & Luxembourg,Love to travel,"Wednesday, May 2, 2012",Positive
Lonely Planet Czech & Slovak Republics (Travel Guide),Definitely one of the guides for planning,"Tuesday, May 1, 2012",Positive
Lonely Planet Discover USA's Best National Parks (Travel Guide),Excellent Guide to Some of America's Greatest National Parks,"Monday, April 30, 2012",Positive
Lonely Planet Discover USA's Best National Parks (Travel Guide),Excellent Resource for Information on Most Popular US National Parks,"Monday, April 30, 2012",Positive
Lonely Planet French Phrasebook & Dictionary,"Very handy, but in Paris you might not need this","Sunday, April 29, 2012",Positive
Lonely Planet Goa & Mumbai (Regional Travel Guide),Practical information on Goa and Mumbai,"Tuesday, May 1, 2012",Positive
Lonely Planet India (Country Travel Guide),new LP design - a step in the wrong direction,"Sunday, April 29, 2012",Positive
Lonely Planet Italy,"A wonderful monster of a guidebook, but not for everyone","Tuesday, May 1, 2012",Positive
Lonely Planet London,Great Travel Guide,"Monday, April 30, 2012",Positive
Lonely Planet Myanmar (Burma) (Country Travel Guide),book in very good condition,"Monday, April 30, 2012",Positive
Lonely Planet Puerto Rico (Travel Guide),A great planning guide with most of LP's new features,"Monday, April 30, 2012",Positive
Lonely Planet Rome (City Travel Guide),"An excellent guide, with plenty of photos, and informative narratives on restaraurants, etc.","Wednesday, May 2, 2012",Positive
Lonely Planet Rome (City Travel Guide),Let's go Rome!!!!,"Wednesday, May 2, 2012",Positive
Lonely Planet Scotland,Lonely Planet Scotland,"Monday, April 30, 2012",Positive
Lonely Planet Spanish Phrasebook & Dictionary (Lonely Planet Spanish  Phrasebooks),Perhaps it's too comprehensive,"Sunday, April 29, 2012",Positive
Lonely Planet Thailand (Travel Guide),Excellent Travel Guide,"Tuesday, May 1, 2012",Positive
Lonely Planet USA (Country Guide),A good starting point for trip planning,"Monday, April 30, 2012",Positive
Lonely Planet USA (Country Guide),Good starting point,"Monday, April 30, 2012",Positive
Lonely Planet USA (Country Guide),Ready to hit the open road today,"Wednesday, May 2, 2012",Positive
Lonely Planet USA (Country Guide),"Too Big, Too Ambitious, Too Superficial","Monday, April 30, 2012",Positive
"Lonely Planet Venice & The Veneto, 7th Edition (City Travel Guide)",Enjoy Venice with this fine LP guide. So Go,"Wednesday, May 2, 2012",Positive
"Lonely Planet Venice & The Veneto, 7th Edition (City Travel Guide)",Not Recommended for First-Time Visitors,"Wednesday, May 2, 2012",Positive
Lonely Planet Yellowstone & Grand Teton National Parks (Travel Guide),Good introduction to an amazing area,"Sunday, April 29, 2012",Positive
"Lonely Planet Yosemite, Sequoia & Kings Canyon National Parks (Travel Guide)",Nice guide,"Sunday, April 29, 2012",Positive
Long Knife,Captivating Story,"Tuesday, May 1, 2012",Positive
Long Walk to Freedom: With Connections (HRW Library),Astounding,"Tuesday, May 1, 2012",Positive
Long Way Home: Journeys of a Chinese Montanan,From Boston to China to Montana,"Monday, April 30, 2012",Positive
Long Way Round: Chasing Shadows Across the World,good adventure book,"Sunday, April 29, 2012",Positive
"Long and Short: Some Stories, Verse, and Articles","Wonderful, Fun Stories!","Wednesday, May 2, 2012",Positive
Longevity,great book !,"Wednesday, May 2, 2012",Positive
Longing: Stories of Racial Healing,Healing and a dawning of greater Understanding,"Wednesday, May 2, 2012",Positive
